DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
27/08/2024;2024;4;NOV;EXPO;Alves;49.365.870/0001-53;FORNECEDOR;Martins;Fogaça Ferreira - EI;15.742.896/0001-51;AGENTE;Correia;Correia;86.497.203/0001-50;86.497.203;FORNECEDOR;Cavalcante;24.085.793/0001-57;REAL DONO;EVERGREEN;22 - DESCRIÇÃO NCM2;2286 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;ALEMANHA;SHANGHAI;ECSA;ARGENTINA;SANTOS;2.04;NAO
12/06/2024;2024;3;JUN;IMPO;Farias Pinto e Filhos;87.143.690/0001-16;REAL DONO;Pastor;Marques Sampaio Ltda.;25.904.637/0001-33;FORWARDER;Sampaio Teixeira e Filhos;Sampaio Teixeira e Filhos;82.905.137/0001-50;82.905.137;AGENTE;Fonseca;65.940.138/0001-16;FORNECEDOR;EVERGREEN;56 - DESCRIÇÃO NCM2;5686 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;ITALIA;SHANGHAI;EUROPA;URUGUAI;BUENOS AIRES;4.42;SIM
24/04/2024;2024;2;SET;EXPO;Nogueira;41.597.203/0001-94;AGENTE;da Cruz Barbosa - ME;Campos Pastor e Filhos;08.572.364/0001-58;NVOCC;Pastor Campos - EI;Pastor Campos - EI;40.279.356/0001-20;40.279.356;FORNECEDOR;Nascimento;12.054.367/0001-77;REAL DONO;MAERSK LINE;84 - DESCRIÇÃO NCM2;8477 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ALEMANHA;NINGBO;ASIA;URUGUAI;RIO DE JANEIRO;3.24;SIM
06/12/2024;2024;4;JAN;EXPO;da Mata S/A;24.756.893/0001-68;AGENTE;Z;Nunes - EI;19.642.037/0001-41;AGENTE;Costela - ME;Costela - ME;52.743.891/0001-70;52.743.891;AGENTE;Mendonça Nogueira - EI;08.425.971/0001-95;FORNECEDOR;ONE;64 - DESCRIÇÃO NCM2;6476 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;CHINA;NINGBO;ASIA;BRAZIL;MONTEVIDEU;0.93;NAO
18/12/2024;2024;2;MAR;EXPO;Azevedo;56.472.930/0001-00;AGENTE;Aragão;Cirino;14.895.763/0001-52;FORWARDER;Pimenta Melo S.A.;Pimenta Melo S.A.;73.205.846/0001-31;73.205.846;FORNECEDOR;Cavalcanti;17.260.359/0001-09;FORNECEDOR;MAERSK LINE;4 - DESCRIÇÃO NCM2;41 - DESCRIÇÃO NCM4;OT;EUROPA;JAPAO;LOS ANGELES;ASIA;EUA;SANTOS;0.82;SIM
08/03/2025;2025;1;JUN;IMPO;da Cunha;67.954.130/0001-34;AGENTE;Sampaio;Abreu;46.871.309/0001-58;NVOCC;BCO;Gomes e Filhos;96.178.024/0001-04;96.178.024;REAL DONO;Aragão Ltda.;19.235.704/0001-71;FORNECEDOR;MSC;10 - DESCRIÇÃO NCM2;1062 - DESCRIÇÃO NCM4;DRY;OCEANIA;CHINA;LOS ANGELES;AMERICA DO NORTE;BRAZIL;BUENOS AIRES;1.49;NAO
23/01/2025;2025;2;SET;IMPO;Garcia;23.945.167/0001-20;FORNECEDOR;Peixoto - ME;Melo S/A;47.106.285/0001-03;NVOCC;BCO;Rezende Sá - EI;27.903.615/0001-84;27.903.615;FORNECEDOR;Nogueira;25.913.046/0001-22;FORNECEDOR;HAPAG-LLOYD;29 - DESCRIÇÃO NCM2;2932 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ITALIA;NINGBO;ASIA;ARGENTINA;SANTOS;0.69;SIM
02/02/2024;2024;1;NOV;IMPO;Rodrigues e Filhos;67.304.521/0001-03;FORNECEDOR;Sousa;Pereira;85.147.630/0001-46;FORWARDER;da Cunha Pinto e Filhos;da Cunha Pinto e Filhos;83.796.204/0001-08;83.796.204;REAL DONO;Lopes;03.659.178/0001-37;REAL DONO;CMA CGM;57 - DESCRIÇÃO NCM2;5768 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;ITALIA;HAMBURGO;ASIA;EUA;RIO DE JANEIRO;4.32;NAO
28/03/2024;2024;1;MAI;IMPO;Cirino S/A;63.057.491/0001-27;REAL DONO;Z;Souza da Mota S/A;90.643.581/0001-72;AGENTE;BCO;da Mata;47.291.056/0001-06;47.291.056;AGENTE;Martins Ltda.;12.687.950/0001-15;REAL DONO;MSC;26 - DESCRIÇÃO NCM2;2675 - DESCRIÇÃO NCM4;REF;OCEANIA;ALEMANHA;NINGBO;EUROPA;ALEMANHA;RIO DE JANEIRO;2.81;SIM
15/08/2024;2024;2;MAI;EXPO;Sá - ME;49.685.032/0001-67;REAL DONO;Z;Nogueira;05.319.726/0001-05;AGENTE;BCO;Silva;96.057.812/0001-42;96.057.812;FORNECEDOR;Pereira - ME;37.912.840/0001-30;FORNECEDOR;ONE;42 - DESCRIÇÃO NCM2;4285 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;JAPAO;TOKYO;AMERICA DO NORTE;BRAZIL;BUENOS AIRES;1.33;NAO
14/02/2024;2024;3;NOV;EXPO;Viana;57.619.328/0001-08;REAL DONO;Aparecida;Teixeira;71.529.480/0001-20;AGENTE;Marques;Marques;34.015.829/0001-80;34.015.829;FORNECEDOR;Casa Grande;78.621.534/0001-22;REAL DONO;COSCO;56 - DESCRIÇÃO NCM2;5620 - DESCRIÇÃO NCM4;REF;OCEANIA;ALEMANHA;LOS ANGELES;ECSA;EUA;MONTEVIDEU;0.63;NAO
15/12/2024;2024;1;MAR;IMPO;Carvalho - ME;95.761.432/0001-21;AGENTE;da Paz S/A;Pereira Garcia Ltda.;97.586.342/0001-77;AGENTE;Oliveira;Oliveira;43.250.896/0001-70;43.250.896;REAL DONO;Novais;56.702.413/0001-72;FORNECEDOR;CMA CGM;4 - DESCRIÇÃO NCM2;484 - DESCRIÇÃO NCM4;DRY;EUROPA;CHINA;SHANGHAI;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;2.38;SIM
04/09/2024;2024;1;MAI;EXPO;Siqueira;84.629.317/0001-81;FORNECEDOR;Rocha;Abreu Jesus Ltda.;54.719.328/0001-91;FORWARDER;Sales Costa S.A.;Sales Costa S.A.;62.079.835/0001-36;62.079.835;AGENTE;da Rosa Martins - ME;67.024.358/0001-25;FORNECEDOR;HAPAG-LLOYD;9 - DESCRIÇÃO NCM2;920 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;ALEMANHA;HAMBURGO;AMERICA DO NORTE;EUA;BUENOS AIRES;4.56;SIM
12/08/2024;2024;4;JUL;EXPO;Rios Sampaio Ltda.;17.842.560/0001-96;REAL DONO;Sales;Rodrigues Oliveira - ME;24.375.081/0001-72;FORWARDER;Gonçalves;Gonçalves;27.053.941/0001-40;27.053.941;FORNECEDOR;Barbosa;32.561.074/0001-93;REAL DONO;MSC;90 - DESCRIÇÃO NCM2;9046 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;EUA;SHANGHAI;EUROPA;URUGUAI;MONTEVIDEU;4.79;SIM
25/01/2024;2024;3;OUT;EXPO;da Mota;71.965.820/0001-66;REAL DONO;Z;Gonçalves;78.012.593/0001-01;FORWARDER;Azevedo;Azevedo;03.815.692/0001-14;3.815.692;AGENTE;da Paz;79.324.610/0001-09;REAL DONO;MSC;53 - DESCRIÇÃO NCM2;5380 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;CHINA;NINGBO;ECSA;BRAZIL;PARANAGUA;1.72;SIM
18/03/2024;2024;3;MAR;EXPO;Rodrigues - EI;03.975.182/0001-04;REAL DONO;Ramos;Moraes;86.429.370/0001-64;NVOCC;Rios;Rios;26.518.349/0001-03;26.518.349;REAL DONO;Montenegro;02.654.793/0001-98;REAL DONO;COSCO;67 - DESCRIÇÃO NCM2;6734 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;JAPAO;TOKYO;AMERICA DO NORTE;BRAZIL;BUENOS AIRES;1.49;NAO
25/02/2024;2024;3;JUL;EXPO;Pimenta;49.615.382/0001-57;AGENTE;Pires Casa Grande e Filhos;Vasconcelos Cavalcanti - EI;54.637.819/0001-93;FORWARDER;Lopes da Rocha S/A;Lopes da Rocha S/A;18.645.392/0001-01;18.645.392;REAL DONO;Ribeiro;56.032.719/0001-69;REAL DONO;MSC;33 - DESCRIÇÃO NCM2;3322 - DESCRIÇÃO NCM4;DRY;EUROPA;CHINA;TAIPEI;EUROPA;URUGUAI;ITAJAI;4.0;SIM
31/07/2025;2025;3;SET;EXPO;Novaes;10.479.526/0001-50;FORNECEDOR;Z;Oliveira;59.360.487/0001-66;AGENTE;Ramos Nascimento e Filhos;Ramos Nascimento e Filhos;64.738.109/0001-03;64.738.109;FORNECEDOR;da Paz Caldeira e Filhos;87.126.345/0001-74;FORNECEDOR;ONE;72 - DESCRIÇÃO NCM2;7221 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;EUA;BUSAN;ECSA;ARGENTINA;ITAJAI;4.94;NAO
19/06/2024;2024;2;JAN;EXPO;Fonseca Carvalho - EI;64.201.938/0001-52;AGENTE;da Mata Nascimento S/A;Abreu;24.165.097/0001-50;FORWARDER;Pinto;Pinto;90.875.341/0001-01;90.875.341;AGENTE;Viana Andrade - EI;80.674.192/0001-50;REAL DONO;EVERGREEN;22 - DESCRIÇÃO NCM2;229 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;CHINA;TOKYO;AMERICA DO NORTE;ALEMANHA;SANTOS;1.7;NAO
04/06/2025;2025;3;JAN;EXPO;Câmara Pinto S.A.;47.916.538/0001-04;FORNECEDOR;Siqueira e Filhos;Viana S.A.;23.967.108/0001-53;FORWARDER;Montenegro;Montenegro;94.630.728/0001-40;94.630.728;AGENTE;Fernandes;26.087.519/0001-42;FORNECEDOR;EVERGREEN;83 - DESCRIÇÃO NCM2;8353 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;ALEMANHA;BUSAN;EUROPA;EUA;BUENOS AIRES;3.88;NAO
18/01/2025;2025;4;JUL;EXPO;Pacheco - EI;59.823.614/0001-16;AGENTE;Silva;Campos Cavalcante S.A.;56.741.823/0001-22;NVOCC;BCO;Garcia;02.963.154/0001-04;2.963.154;AGENTE;Leão;94.285.310/0001-43;REAL DONO;EVERGREEN;34 - DESCRIÇÃO NCM2;3499 - DESCRIÇÃO NCM4;ISO;OCEANIA;CHINA;SHANGHAI;ECSA;URUGUAI;MONTEVIDEU;3.2;NAO
15/09/2024;2024;1;MAI;EXPO;da Cruz e Filhos;53.864.927/0001-36;FORNECEDOR;Nascimento - EI;Cirino e Filhos;37.295.816/0001-08;FORWARDER;Vargas Barbosa e Filhos;Vargas Barbosa e Filhos;51.638.209/0001-16;51.638.209;FORNECEDOR;Silva - ME;06.978.123/0001-88;FORNECEDOR;COSCO;67 - DESCRIÇÃO NCM2;6777 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;JAPAO;TAIPEI;AMERICA DO NORTE;ALEMANHA;RIO DE JANEIRO;1.16;SIM
02/06/2024;2024;4;SET;EXPO;Oliveira Ribeiro S.A.;83.597.624/0001-65;FORNECEDOR;Andrade - ME;Peixoto - ME;93.481.052/0001-08;FORWARDER;Alves - EI;Alves - EI;37.069.142/0001-15;37.069.142;REAL DONO;Gomes S/A;56.048.917/0001-10;FORNECEDOR;YANG MING;1 - DESCRIÇÃO NCM2;170 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;ITALIA;BUSAN;AMERICA DO NORTE;BRAZIL;RIO DE JANEIRO;1.06;SIM
01/08/2025;2025;2;SET;IMPO;Oliveira;20.794.683/0001-03;AGENTE;Cirino;da Cruz;56.029.817/0001-47;NVOCC;Nunes;Nunes;62.984.571/0001-65;62.984.571;AGENTE;Santos;76.592.814/0001-24;FORNECEDOR;ONE;41 - DESCRIÇÃO NCM2;4175 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;CHINA;HAMBURGO;EUROPA;EUA;MONTEVIDEU;3.23;NAO
12/11/2024;2024;3;AGO;EXPO;Gonçalves;59.601.782/0001-67;FORNECEDOR;Teixeira S/A;Cavalcante;61.947.325/0001-70;AGENTE;Garcia;Garcia;18.394.075/0001-60;18.394.075;REAL DONO;das Neves;57.481.260/0001-43;REAL DONO;MSC;34 - DESCRIÇÃO NCM2;3469 - DESCRIÇÃO NCM4;OT;EUROPA;TAIWAN;LOS ANGELES;ASIA;ALEMANHA;BUENOS AIRES;1.79;SIM
21/07/2024;2024;1;DEZ;IMPO;Abreu;93.278.051/0001-60;FORNECEDOR;Rezende S/A;Duarte Moraes Ltda.;64.507.983/0001-30;AGENTE;Sousa Pimenta - EI;Sousa Pimenta - EI;65.742.890/0001-52;65.742.890;FORNECEDOR;Porto S/A;05.237.981/0001-09;FORNECEDOR;COSCO;56 - DESCRIÇÃO NCM2;5688 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;CHINA;LOS ANGELES;AMERICA DO NORTE;BRAZIL;MONTEVIDEU;2.4;SIM
16/06/2025;2025;1;JAN;EXPO;Pastor - EI;49.823.510/0001-58;FORNECEDOR;Farias Nascimento Ltda.;Sá Jesus - ME;15.389.647/0001-24;NVOCC;Nogueira;Nogueira;21.460.538/0001-59;21.460.538;REAL DONO;da Rocha;53.489.621/0001-47;FORNECEDOR;COSCO;74 - DESCRIÇÃO NCM2;7446 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;COREIA DO SUL;NINGBO;AMERICA DO NORTE;EUA;PARANAGUA;0.47;NAO
30/08/2024;2024;2;MAR;EXPO;da Cunha;69.071.435/0001-23;FORNECEDOR;Cassiano;Sousa;73.584.021/0001-75;AGENTE;BCO;da Cunha - ME;08.345.679/0001-62;8.345.679;REAL DONO;da Conceição da Conceição e Filhos;36.897.501/0001-60;FORNECEDOR;YANG MING;78 - DESCRIÇÃO NCM2;786 - DESCRIÇÃO NCM4;REF;OCEANIA;EUA;TOKYO;EUROPA;EUA;RIO DE JANEIRO;1.63;NAO
06/11/2024;2024;1;MAI;EXPO;Nogueira Ltda.;51.798.402/0001-14;AGENTE;Moreira;Rezende;92.453.870/0001-34;AGENTE;da Mota;da Mota;64.109.752/0001-78;64.109.752;AGENTE;Sá Souza - ME;89.635.104/0001-86;FORNECEDOR;MAERSK LINE;8 - DESCRIÇÃO NCM2;817 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;COREIA DO SUL;HAMBURGO;AMERICA DO NORTE;EUA;SANTOS;3.63;SIM
16/12/2024;2024;1;SET;EXPO;Costela S/A;13.927.560/0001-38;AGENTE;Machado;Casa Grande Pinto - ME;30.872.596/0001-80;FORWARDER;BCO;Vasconcelos;25.971.480/0001-69;25.971.480;AGENTE;Andrade;78.915.430/0001-20;REAL DONO;HAPAG-LLOYD;14 - DESCRIÇÃO NCM2;1426 - DESCRIÇÃO NCM4;ISO;OCEANIA;COREIA DO SUL;HAMBURGO;ASIA;URUGUAI;MONTEVIDEU;1.96;SIM
26/01/2024;2024;3;JUL;IMPO;Pereira Aparecida S.A.;42.671.950/0001-98;REAL DONO;Marques;Moura;32.941.650/0001-28;FORWARDER;Lopes e Filhos;Lopes e Filhos;64.287.950/0001-21;64.287.950;AGENTE;Câmara da Rocha e Filhos;39.462.158/0001-19;REAL DONO;ONE;74 - DESCRIÇÃO NCM2;7465 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;JAPAO;NINGBO;AMERICA DO NORTE;ALEMANHA;SANTOS;2.56;SIM
31/05/2024;2024;4;NOV;IMPO;Cavalcante - EI;32.698.504/0001-13;AGENTE;Z;Castro;84.751.362/0001-04;AGENTE;Moraes;Moraes;91.862.753/0001-61;91.862.753;FORNECEDOR;Mendes e Filhos;74.580.293/0001-60;REAL DONO;CMA CGM;40 - DESCRIÇÃO NCM2;4047 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;ITALIA;LOS ANGELES;ECSA;BRAZIL;PARANAGUA;4.14;SIM
31/01/2024;2024;3;MAR;EXPO;Carvalho Garcia S.A.;17.904.285/0001-98;REAL DONO;Aparecida;Fonseca;53.982.746/0001-04;NVOCC;BCO;Aparecida;93.170.684/0001-50;93.170.684;AGENTE;Melo;63.782.195/0001-99;FORNECEDOR;CMA CGM;16 - DESCRIÇÃO NCM2;1655 - DESCRIÇÃO NCM4;FR;OCEANIA;ITALIA;BUSAN;EUROPA;ALEMANHA;BUENOS AIRES;1.65;NAO
03/10/2024;2024;4;JAN;EXPO;Aragão - ME;29.716.450/0001-67;FORNECEDOR;da Mota - ME;Gomes Azevedo Ltda.;68.320.549/0001-05;FORWARDER;Martins;Martins;89.105.472/0001-12;89.105.472;AGENTE;Siqueira - ME;02.586.917/0001-45;FORNECEDOR;ONE;19 - DESCRIÇÃO NCM2;1947 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;BUSAN;ASIA;BRAZIL;BUENOS AIRES;4.97;SIM
25/03/2025;2025;4;DEZ;EXPO;Cassiano - EI;25.107.346/0001-14;REAL DONO;Nunes;Caldeira;51.243.068/0001-32;AGENTE;Andrade - ME;Andrade - ME;97.486.013/0001-54;97.486.013;FORNECEDOR;Leão Ltda.;92.517.834/0001-97;FORNECEDOR;HAPAG-LLOYD;27 - DESCRIÇÃO NCM2;2791 - DESCRIÇÃO NCM4;FR;AMERICA DO SUL;ITALIA;LOS ANGELES;EUROPA;URUGUAI;ITAJAI;0.27;NAO
03/04/2024;2024;4;DEZ;EXPO;Casa Grande;41.095.678/0001-82;AGENTE;Nascimento;da Cunha da Cruz Ltda.;24.780.653/0001-07;FORWARDER;Cavalcante Ltda.;Cavalcante Ltda.;09.326.751/0001-77;9.326.751;FORNECEDOR;Alves;32.147.056/0001-60;REAL DONO;MSC;61 - DESCRIÇÃO NCM2;6173 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;TAIWAN;HAMBURGO;AMERICA DO NORTE;ALEMANHA;RIO DE JANEIRO;1.96;NAO
15/10/2024;2024;1;JUN;IMPO;Aragão;81.054.392/0001-73;FORNECEDOR;Z;Montenegro;54.976.301/0001-84;AGENTE;Guerra Araújo S/A;Guerra Araújo S/A;71.580.396/0001-31;71.580.396;FORNECEDOR;Aragão e Filhos;79.826.301/0001-29;FORNECEDOR;ONE;78 - DESCRIÇÃO NCM2;7820 - DESCRIÇÃO NCM4;FR;EUROPA;JAPAO;LOS ANGELES;ECSA;ALEMANHA;SANTOS;2.17;NAO
15/08/2025;2025;2;ABR;IMPO;Montenegro;87.125.390/0001-04;AGENTE;da Mata;da Cunha e Filhos;68.135.497/0001-99;FORWARDER;Lopes;Lopes;78.934.210/0001-44;78.934.210;FORNECEDOR;Correia Machado Ltda.;93.106.584/0001-65;FORNECEDOR;HAPAG-LLOYD;71 - DESCRIÇÃO NCM2;7149 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;COREIA DO SUL;NINGBO;AMERICA DO NORTE;EUA;RIO DE JANEIRO;4.8;SIM
14/05/2025;2025;4;MAR;EXPO;Farias Moreira S.A.;63.742.908/0001-90;FORNECEDOR;Costela;Andrade;35.892.107/0001-76;AGENTE;Fogaça - ME;Fogaça - ME;70.815.493/0001-01;70.815.493;REAL DONO;Marques;49.853.012/0001-58;FORNECEDOR;EVERGREEN;61 - DESCRIÇÃO NCM2;6110 - DESCRIÇÃO NCM4;ISO;EUROPA;EUA;TAIPEI;AMERICA DO NORTE;EUA;MONTEVIDEU;2.09;SIM
23/07/2025;2025;2;SET;IMPO;Marques;57.841.296/0001-90;FORNECEDOR;Z;Azevedo - EI;23.765.401/0001-38;FORWARDER;Rezende S.A.;Rezende S.A.;09.864.571/0001-49;9.864.571;REAL DONO;Porto Monteiro S/A;91.046.572/0001-67;FORNECEDOR;CMA CGM;77 - DESCRIÇÃO NCM2;7756 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;COREIA DO SUL;HAMBURGO;ASIA;EUA;RIO DE JANEIRO;3.79;SIM
02/07/2024;2024;4;MAI;IMPO;Freitas Ltda.;87.594.230/0001-04;AGENTE;Ferreira;Barros S.A.;87.430.691/0001-41;NVOCC;Mendes Silveira e Filhos;Mendes Silveira e Filhos;30.182.645/0001-53;30.182.645;FORNECEDOR;Montenegro;05.976.243/0001-83;FORNECEDOR;MSC;38 - DESCRIÇÃO NCM2;3861 - DESCRIÇÃO NCM4;OT;OCEANIA;COREIA DO SUL;NINGBO;ASIA;ALEMANHA;BUENOS AIRES;2.43;SIM
14/04/2024;2024;3;MAI;EXPO;Teixeira;18.263.504/0001-60;REAL DONO;Z;Araújo Macedo S.A.;69.825.137/0001-81;NVOCC;Camargo;Camargo;53.046.728/0001-10;53.046.728;AGENTE;Cunha;05.794.231/0001-38;FORNECEDOR;MAERSK LINE;36 - DESCRIÇÃO NCM2;3643 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;ALEMANHA;TOKYO;AMERICA DO NORTE;ALEMANHA;ITAJAI;0.63;NAO
07/01/2025;2025;1;NOV;IMPO;Montenegro Ltda.;19.587.324/0001-04;FORNECEDOR;Z;Lopes;58.964.031/0001-42;NVOCC;Mendonça;Mendonça;68.704.235/0001-06;68.704.235;FORNECEDOR;Dias - EI;60.451.798/0001-10;FORNECEDOR;YANG MING;82 - DESCRIÇÃO NCM2;8288 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;NINGBO;AMERICA DO NORTE;URUGUAI;RIO DE JANEIRO;3.5;SIM
17/07/2024;2024;1;JUN;IMPO;Almeida - ME;49.152.370/0001-33;FORNECEDOR;Pimenta;Dias Silveira S.A.;74.269.501/0001-04;AGENTE;Lopes;Lopes;68.417.539/0001-84;68.417.539;AGENTE;Sousa - EI;83.671.092/0001-69;REAL DONO;YANG MING;24 - DESCRIÇÃO NCM2;248 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;ITALIA;NINGBO;AMERICA DO NORTE;EUA;SANTOS;1.21;SIM
18/02/2025;2025;1;MAR;EXPO;Silveira;61.480.925/0001-71;FORNECEDOR;Brito Marques - EI;Nunes Peixoto e Filhos;10.482.679/0001-56;FORWARDER;da Conceição;da Conceição;62.587.194/0001-20;62.587.194;REAL DONO;Barros S.A.;05.136.792/0001-40;FORNECEDOR;ONE;90 - DESCRIÇÃO NCM2;9050 - DESCRIÇÃO NCM4;REF;OCEANIA;ITALIA;HAMBURGO;AMERICA DO NORTE;BRAZIL;ITAJAI;4.69;SIM
20/08/2024;2024;3;MAI;IMPO;Albuquerque - ME;84.931.750/0001-77;FORNECEDOR;das Neves Teixeira e Filhos;Gomes S/A;95.270.418/0001-25;FORWARDER;Pereira e Filhos;Pereira e Filhos;30.245.198/0001-34;30.245.198;AGENTE;Freitas;57.238.196/0001-74;FORNECEDOR;CMA CGM;66 - DESCRIÇÃO NCM2;6692 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;EUA;SHANGHAI;ECSA;BRAZIL;RIO DE JANEIRO;1.97;NAO
04/11/2024;2024;4;JUL;IMPO;Monteiro - ME;54.298.731/0001-94;REAL DONO;Cardoso Barbosa - EI;Pinto S/A;91.635.847/0001-06;AGENTE;Rocha - EI;Rocha - EI;69.387.250/0001-22;69.387.250;FORNECEDOR;Moraes Alves - ME;95.301.782/0001-05;FORNECEDOR;MSC;99 - DESCRIÇÃO NCM2;9960 - DESCRIÇÃO NCM4;FR;FAR EAST / JAP / SE ASIA;ALEMANHA;TOKYO;EUROPA;BRAZIL;ITAJAI;4.95;NAO
23/02/2025;2025;1;JAN;EXPO;Freitas;18.647.925/0001-94;AGENTE;Pereira;Rocha;53.498.267/0001-17;NVOCC;Alves;Alves;83.956.704/0001-60;83.956.704;FORNECEDOR;Cassiano;42.198.730/0001-99;REAL DONO;EVERGREEN;92 - DESCRIÇÃO NCM2;9230 - DESCRIÇÃO NCM4;REF;OCEANIA;JAPAO;HAMBURGO;ECSA;ALEMANHA;PARANAGUA;1.83;NAO
27/03/2025;2025;2;FEV;IMPO;Azevedo;65.471.820/0001-07;REAL DONO;Silva Pastor Ltda.;Campos;40.628.531/0001-48;FORWARDER;Fonseca da Mata - EI;Fonseca da Mata - EI;98.462.513/0001-19;98.462.513;REAL DONO;Garcia Caldeira e Filhos;05.846.921/0001-93;FORNECEDOR;MSC;42 - DESCRIÇÃO NCM2;4261 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;ALEMANHA;HAMBURGO;EUROPA;URUGUAI;SANTOS;4.94;NAO
23/01/2024;2024;4;MAR;EXPO;Novais S.A.;07.358.641/0001-61;FORNECEDOR;Freitas;Andrade S.A.;02.956.834/0001-09;AGENTE;Mendonça;Mendonça;64.785.910/0001-00;64.785.910;REAL DONO;Nascimento;74.608.132/0001-37;FORNECEDOR;EVERGREEN;17 - DESCRIÇÃO NCM2;1714 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;EUA;TOKYO;EUROPA;URUGUAI;RIO DE JANEIRO;0.52;SIM
08/10/2024;2024;4;AGO;EXPO;Lima e Filhos;18.265.793/0001-36;FORNECEDOR;Sampaio;das Neves;23.805.647/0001-96;FORWARDER;BCO;Barros Rodrigues S/A;91.254.806/0001-61;91.254.806;REAL DONO;Aparecida Vargas - EI;57.029.143/0001-43;FORNECEDOR;ONE;28 - DESCRIÇÃO NCM2;2862 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;ITALIA;TAIPEI;ASIA;EUA;SANTOS;4.62;NAO
07/05/2025;2025;1;AGO;IMPO;Carvalho;02.713.896/0001-81;FORNECEDOR;Novaes;Silva;98.761.452/0001-90;NVOCC;Fernandes;Fernandes;02.547.189/0001-62;2.547.189;REAL DONO;Correia;59.210.843/0001-65;FORNECEDOR;COSCO;53 - DESCRIÇÃO NCM2;5361 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;TOKYO;ECSA;EUA;RIO DE JANEIRO;0.96;NAO
18/01/2025;2025;2;MAI;EXPO;Novaes;93.826.051/0001-58;FORNECEDOR;Vargas e Filhos;Lima;98.512.637/0001-61;AGENTE;Fogaça;Fogaça;27.638.195/0001-56;27.638.195;FORNECEDOR;Fonseca S/A;48.923.706/0001-51;REAL DONO;COSCO;67 - DESCRIÇÃO NCM2;6751 - DESCRIÇÃO NCM4;OT;EUROPA;EUA;NINGBO;ECSA;URUGUAI;RIO DE JANEIRO;4.75;SIM
13/12/2024;2024;4;AGO;EXPO;Casa Grande Pastor S/A;73.681.504/0001-98;AGENTE;Azevedo;Castro Barbosa S.A.;06.498.753/0001-55;NVOCC;Fernandes e Filhos;Fernandes e Filhos;51.842.930/0001-23;51.842.930;REAL DONO;Siqueira;60.412.385/0001-26;FORNECEDOR;COSCO;35 - DESCRIÇÃO NCM2;3512 - DESCRIÇÃO NCM4;REF;EUROPA;EUA;TOKYO;ECSA;ALEMANHA;PARANAGUA;0.91;SIM
